title,url,type,tags,description,thumbnailUrl,energy,energy_related,tag
Imagery/2005_Color,https://imagery.gis.in.gov/arcgis/rest/services/Imagery/2005_Color/ImageServer,Image Service,"Indiana,Indiana various layers,EnergyAtlas,Imagery",State of Indiana Orthophotography 2005 Natural Color,https://imagery.gis.in.gov/arcgis/rest/services/Imagery/2005_Color/ImageServer/info/thumbnail,imagery,10,imagery
Imagery/2016_2019,https://imagery.gis.in.gov/arcgis/rest/services/Imagery/2016_2019/ImageServer,Image Service,"Indiana,Indiana various layers,EnergyAtlas,Imagery",Imagery/2016_2019,https://imagery.gis.in.gov/arcgis/rest/services/Imagery/2016_2019/ImageServer/info/thumbnail,imagery,10,imagery
Imagery/2021,https://imagery.gis.in.gov/arcgis/rest/services/Imagery/2021/ImageServer,Image Service,"Indiana,Indiana various layers,EnergyAtlas,Imagery",Imagery/2021,https://imagery.gis.in.gov/arcgis/rest/services/Imagery/2021/ImageServer/info/thumbnail,imagery,10,imagery
Imagery/BestAvailable,https://imagery.gis.in.gov/arcgis/rest/services/Imagery/BestAvailable/ImageServer,Image Service,"Indiana,Indiana various layers,EnergyAtlas,Imagery",State of Indiana Best Available Orthophotography various years 2016 to 2019,https://imagery.gis.in.gov/arcgis/rest/services/Imagery/BestAvailable/ImageServer/info/thumbnail,Imagery data,10,imagery
Imagery/Hoggatt_Quads,https://imagery.gis.in.gov/arcgis/rest/services/Imagery/Hoggatt_Quads/ImageServer,Image Service,"Indiana,Indiana various layers,EnergyAtlas,Imagery","In 1965, the USGS and the IDNR entered into a cooperative agreement to determine the drainage areas of all streams in Indiana having a drainage area of at least five square miles, as well as the drainage area at many intermediate points. This work was then compiled into the publication “Drainage Areas of Indiana Streams”, by Richard E. Hoggatt. This project involves scanning, rectifying and ultimately serving the original work maps from this effort. These maps are valuable since they indicate drainage patterns and watershed boundaries that were determined by Hoggatt, which have been the standard used by water resource agencies since their development. With recent efforts to update this data (largely through the local-res NHD project), having these maps as a historical reference will serve as a guide to past agency decisions, and will be an important resource for future researchers and engineers to determine drainage changes throughout the years.",https://imagery.gis.in.gov/arcgis/rest/services/Imagery/Hoggatt_Quads/ImageServer/info/thumbnail,imagery,8,imagery
Imagery/I69_Sec5,https://imagery.gis.in.gov/arcgis/rest/services/Imagery/I69_Sec5/ImageServer,Image Service,"Indiana,Indiana various layers,EnergyAtlas,Imagery",Imagery/I69_Sec5,https://imagery.gis.in.gov/arcgis/rest/services/Imagery/I69_Sec5/ImageServer/info/thumbnail,imagery,10,imagery
Imagery/Quad100k,https://imagery.gis.in.gov/arcgis/rest/services/Imagery/Quad100k/ImageServer,Image Service,"Indiana,Indiana various layers,EnergyAtlas,Imagery",Indiana Quad Map 100k,https://imagery.gis.in.gov/arcgis/rest/services/Imagery/Quad100k/ImageServer/info/thumbnail,Imagery data for mapping and analysis,8,imagery
Imagery/Quad_24K,https://imagery.gis.in.gov/arcgis/rest/services/Imagery/Quad_24K/ImageServer,Image Service,"Indiana,Indiana various layers,EnergyAtlas,Imagery",Indiana Quad Map 24k,https://imagery.gis.in.gov/arcgis/rest/services/Imagery/Quad_24K/ImageServer/info/thumbnail,Imagery data for mapping and analysis,8,imagery
ACGBuildingPlanning/Pipelines,https://adamsingis.adams.in.us/arcgis/rest/services/ACGBuildingPlanning/Pipelines/MapServer,Map Service,"Indiana,Adams,EnergyAtlas,ACGBuildingPlanning",Located Pipelines,https://adamsingis.adams.in.us/arcgis/rest/services/ACGBuildingPlanning/Pipelines/MapServer/info/thumbnail,pipelines,10,pipelines
Imagery/AERIALS_2015,https://gis.acimap.us/projectservicesadmin/rest/services/Imagery/AERIALS_2015/ImageServer,Image Service,"Indiana,Allen,EnergyAtlas,Imagery",2015 Aerials,https://gis.acimap.us/projectservicesadmin/rest/services/Imagery/AERIALS_2015/ImageServer/info/thumbnail,imagery,8,imagery
Imagery/AERIALS_2012,https://gis.acimap.us/projectservicesadmin/rest/services/Imagery/AERIALS_2012/ImageServer,Image Service,"Indiana,Allen,EnergyAtlas,Imagery","TASK NAME: 2012 Indiana Statewide Imagery and LiDAR Program The Indiana Statewide Imagery and LiDAR project includes data captured at the following specifications: New 1 = 200 scale 4-band orthoimagery (TIF and ECW formats) at a 1-foot pixel resolution for all Indiana counties New 1 = 100 scale 4-band orthoimagery (TIF and ECW formats) at a 0.5-foot pixel resolution for the following Indiana counties flown in 2011: Marion, St. Joseph, Elkhart, Kosciusko, Bartholomew, and Harrison New Statewide LiDAR data at a 1.5-meter average post spacing for all Indiana counties, except: Porter, Steuben, Noble, De Kalb, Allen, Madison, Delaware, Hendricks, Marion, Hancock, Morgan, Johnson, Shelby, Monroe, and portions of Vermillion, Parke, Vigo, Clay, Sullivan, Knox, Gibson, and Posey. The project is divided into three geographic areas: Area 1 2011 - Indiana central counties: St. Joseph, Elkhart, Starke, Marshall, Kosciusko, Pulaski, Fulton, Cass, Miami, Wabash, Carroll, Howard, Clinton, Tipton, Boone, Hendricks, Marion, Morgan, Johnson, Monroe, Brown, Bartholomew, Lawrence, Jackson, Orange, Washington, Crawford, and Harrison. Area 2 2012 - Indiana eastern counties: LaGrange, Steuben, Noble, DeKalb, Whitley, Allen, Huntington, Wells, Adams, Grant, Blackford, Jay, Hamilton, Madison, Delaware, Randolph, Hancock, Henry, Wayne, Shelby, Rush, Fayette, Union, Decatur, Franklin, Jennings, Ripley, Dearborn, Ohio, Scott, Jefferson, Switzerland, Clark, and Floyd. Area 3 Scheduled for 2013 - Indiana western counties: Lake, Porter, LaPorte, Newton, Jasper, Benton, White, Warren, Tippecanoe, Fountain, Montgomery, Vermillion, Parke, Putnam, Vigo, Clay, Owen, Sullivan, Greene, Knox, Daviess, Martin, Gibson, Pike, Dubois, Posey, Vanderburgh, Warrick, Spencer, and Perry. Area 1 data was acquired in 2011. Area 2 data was acquired in 2012. According to the scope of this project, additional data collection is scheduled for Area 3 in 2013. Projection Reference: EPSG2965: NAD83 Indiana East (ftUS) and EPSG2966: NAD83 Indiana West (ftUS). Note: The ground control survey performed to support the Orthophotography and LiDAR data used the NAD 1983 NSRS2007 (ftUS) projection. To facilitate usability by multiple software versions the Orthophotography and LiDAR is only referenced to NAD 83, and the file projection/header information was written to the files using ERDAS IMAGINE.",https://gis.acimap.us/projectservicesadmin/rest/services/Imagery/AERIALS_2012/ImageServer/info/thumbnail,imagery,10,imagery
Imagery/AERIALS_1957,https://gis1.acimap.us/projectservices/rest/services/Imagery/AERIALS_1957/ImageServer,Image Service,"Indiana,Allen,EnergyAtlas,Imagery",1957 Aerials,https://gis1.acimap.us/projectservices/rest/services/Imagery/AERIALS_1957/ImageServer/info/thumbnail,imagery,8,imagery
Imagery/AERIALS_1999,https://gis1.acimap.us/projectservices/rest/services/Imagery/AERIALS_1999/ImageServer,Image Service,"Indiana,Allen,EnergyAtlas,Imagery",1999 imagery,https://gis1.acimap.us/projectservices/rest/services/Imagery/AERIALS_1999/ImageServer/info/thumbnail,imagery,8,imagery
Imagery/AERIALS_2015,https://gis1.acimap.us/projectservices/rest/services/Imagery/AERIALS_2015/ImageServer,Image Service,"Indiana,Allen,EnergyAtlas,Imagery",2015 Aerials,https://gis1.acimap.us/projectservices/rest/services/Imagery/AERIALS_2015/ImageServer/info/thumbnail,imagery,8,imagery
Imagery/AERIALS_2012,https://gis1.acimap.us/projectservices/rest/services/Imagery/AERIALS_2012/ImageServer,Image Service,"Indiana,Allen,EnergyAtlas,Imagery","TASK NAME: 2012 Indiana Statewide Imagery and LiDAR Program The Indiana Statewide Imagery and LiDAR project includes data captured at the following specifications: New 1 = 200 scale 4-band orthoimagery (TIF and ECW formats) at a 1-foot pixel resolution for all Indiana counties New 1 = 100 scale 4-band orthoimagery (TIF and ECW formats) at a 0.5-foot pixel resolution for the following Indiana counties flown in 2011: Marion, St. Joseph, Elkhart, Kosciusko, Bartholomew, and Harrison New Statewide LiDAR data at a 1.5-meter average post spacing for all Indiana counties, except: Porter, Steuben, Noble, De Kalb, Allen, Madison, Delaware, Hendricks, Marion, Hancock, Morgan, Johnson, Shelby, Monroe, and portions of Vermillion, Parke, Vigo, Clay, Sullivan, Knox, Gibson, and Posey. The project is divided into three geographic areas: Area 1 2011 - Indiana central counties: St. Joseph, Elkhart, Starke, Marshall, Kosciusko, Pulaski, Fulton, Cass, Miami, Wabash, Carroll, Howard, Clinton, Tipton, Boone, Hendricks, Marion, Morgan, Johnson, Monroe, Brown, Bartholomew, Lawrence, Jackson, Orange, Washington, Crawford, and Harrison. Area 2 2012 - Indiana eastern counties: LaGrange, Steuben, Noble, DeKalb, Whitley, Allen, Huntington, Wells, Adams, Grant, Blackford, Jay, Hamilton, Madison, Delaware, Randolph, Hancock, Henry, Wayne, Shelby, Rush, Fayette, Union, Decatur, Franklin, Jennings, Ripley, Dearborn, Ohio, Scott, Jefferson, Switzerland, Clark, and Floyd. Area 3 Scheduled for 2013 - Indiana western counties: Lake, Porter, LaPorte, Newton, Jasper, Benton, White, Warren, Tippecanoe, Fountain, Montgomery, Vermillion, Parke, Putnam, Vigo, Clay, Owen, Sullivan, Greene, Knox, Daviess, Martin, Gibson, Pike, Dubois, Posey, Vanderburgh, Warrick, Spencer, and Perry. Area 1 data was acquired in 2011. Area 2 data was acquired in 2012. According to the scope of this project, additional data collection is scheduled for Area 3 in 2013. Projection Reference: EPSG2965: NAD83 Indiana East (ftUS) and EPSG2966: NAD83 Indiana West (ftUS). Note: The ground control survey performed to support the Orthophotography and LiDAR data used the NAD 1983 NSRS2007 (ftUS) projection. To facilitate usability by multiple software versions the Orthophotography and LiDAR is only referenced to NAD 83, and the file projection/header information was written to the files using ERDAS IMAGINE.",https://gis1.acimap.us/projectservices/rest/services/Imagery/AERIALS_2012/ImageServer/info/thumbnail,imagery,8,imagery
Imagery/2021Photography_WebMercator,https://xmaps.indy.gov/arcgis/rest/services/Imagery/2021Photography_WebMercator/MapServer,Map Service,"Indiana,Marion,EnergyAtlas,Imagery",2021 Aerial Photography Web Mercator,https://xmaps.indy.gov/arcgis/rest/services/Imagery/2021Photography_WebMercator/MapServer/info/thumbnail,imagery,8,imagery
OpenData/OpenData_Contours,https://xmaps.indy.gov/arcgis/rest/services/OpenData/OpenData_Contours/MapServer,Map Service,"Indiana,Marion,EnergyAtlas,OpenData",Contour features published for the purposes of the OpenIndy Data Portal,https://xmaps.indy.gov/arcgis/rest/services/OpenData/OpenData_Contours/MapServer/info/thumbnail,topography,8,topography
OpenData/OpenData_Infrastructure,https://xmaps.indy.gov/arcgis/rest/services/OpenData/OpenData_Infrastructure/MapServer,Map Service,"Indiana,Marion,EnergyAtlas,OpenData",Map service used in the Open Data Portal for infrastructure related layers,https://xmaps.indy.gov/arcgis/rest/services/OpenData/OpenData_Infrastructure/MapServer/info/thumbnail,infrastructure,10,infrastructure
PLANIMETRIC/TINCONTOUR2,https://maps.evansvillegis.com/arcgis_server/rest/services/PLANIMETRIC/TINCONTOUR2/MapServer,Map Service,"Indiana,Evansville,EnergyAtlas,PLANIMETRIC",Computer genterated 2 ft contours from the 2014 State of Indiana DEM,https://maps.evansvillegis.com/arcgis_server/rest/services/PLANIMETRIC/TINCONTOUR2/MapServer/info/thumbnail,topography,8,topography
PLANIMETRIC/TINCONTOUR5,https://maps.evansvillegis.com/arcgis_server/rest/services/PLANIMETRIC/TINCONTOUR5/MapServer,Map Service,"Indiana,Evansville,EnergyAtlas,PLANIMETRIC",Computer genterated 2 ft contours from the 2014 State of Indiana DEM,https://maps.evansvillegis.com/arcgis_server/rest/services/PLANIMETRIC/TINCONTOUR5/MapServer/info/thumbnail,topography,8,topography
Infrastructure/Infrastructure_County_Drains,https://gis.acimap.us/reference/rest/services/Infrastructure/Infrastructure_County_Drains/MapServer,Map Service,"Indiana,Fort Wayne,EnergyAtlas,Infrastructure",No description,https://gis.acimap.us/reference/rest/services/Infrastructure/Infrastructure_County_Drains/MapServer/info/thumbnail,infrastructure,8,infrastructure
Infrastructure/Infrastructure_Septics,https://gis.acimap.us/reference/rest/services/Infrastructure/Infrastructure_Septics/MapServer,Map Service,"Indiana,Fort Wayne,EnergyAtlas,Infrastructure",Service for City Utility feature classes,https://gis.acimap.us/reference/rest/services/Infrastructure/Infrastructure_Septics/MapServer/info/thumbnail,Infrastructure,10,infrastructure
Infrastructure/MetroNet,https://gis.southbendin.gov/arcgis/rest/services/Infrastructure/MetroNet/MapServer,Map Service,"Indiana,South Band,EnergyAtlas,Infrastructure",MetroNet Infrastructure within the City of South Bend ,https://gis.southbendin.gov/arcgis/rest/services/Infrastructure/MetroNet/MapServer/info/thumbnail,Infrastructure,8,infrastructure
Infrastructure/Centerline,https://gis.southbendin.gov/arcgis/rest/services/Infrastructure/Centerline/FeatureServer,Feature Service,"Indiana,South Band,EnergyAtlas,Infrastructure",Street Centerlines - City of South Bend,https://gis.southbendin.gov/arcgis/rest/services/Infrastructure/Centerline/FeatureServer/info/thumbnail,Infrastructure,10,infrastructure
Infrastructure/Centerline,https://gis.southbendin.gov/arcgis/rest/services/Infrastructure/Centerline/MapServer,Map Service,"Indiana,South Band,EnergyAtlas,Infrastructure",Street Centerlines - City of South Bend,https://gis.southbendin.gov/arcgis/rest/services/Infrastructure/Centerline/MapServer/info/thumbnail,Infrastructure,10,infrastructure
Geology/BedrockGeology,https://programs.iowadnr.gov/geospatial/rest/services/Geology/BedrockGeology/MapServer,Map Service,"Iowa,Iowa Department of Natural Resources,EnergyAtlas,Geology",Basic geologic information for Iowa.,https://programs.iowadnr.gov/geospatial/rest/services/Geology/BedrockGeology/MapServer/info/thumbnail,geology,10,geology
Geology/soils,https://programs.iowadnr.gov/geospatial/rest/services/Geology/soils/MapServer,Map Service,"Iowa,Iowa Department of Natural Resources,EnergyAtlas,Geology",No description,https://programs.iowadnr.gov/geospatial/rest/services/Geology/soils/MapServer/info/thumbnail,Geology,10,geology
Geology/SurficialGeology,https://programs.iowadnr.gov/geospatial/rest/services/Geology/SurficialGeology/MapServer,Map Service,"Iowa,Iowa Department of Natural Resources,EnergyAtlas,Geology",This data has been mapped by the Iowa Geological Survey as part of the USGS STATEMAP program.,https://programs.iowadnr.gov/geospatial/rest/services/Geology/SurficialGeology/MapServer/info/thumbnail,geology,10,geology
Geology/Landforms,https://programs.iowadnr.gov/geospatial/rest/services/Geology/Landforms/MapServer,Map Service,"Iowa,Iowa Department of Natural Resources,EnergyAtlas,Geology",No description,https://programs.iowadnr.gov/geospatial/rest/services/Geology/Landforms/MapServer/info/thumbnail,Geology,8,geology
Environmental/Loess_Hills,https://gis.iowadot.gov/agshost/rest/services/Environmental/Loess_Hills/MapServer,Map Service,"Iowa,Iowa Department of Transportation,EnergyAtlas,Environmental","This coverage outlines the boundary of the Loess Hills in Iowa at 1:100,000 scale. Criteria applied to the delineation of the Loess Hills included drainage density, drainage divides, density of isolated hillforms, crenulated contours, slopes greater than 15%, presence of catstep features, general loess thickness and earlier mapping. The following sources were utilized: 1:100,000 and 1:24,000 scale USGS topographic maps, USDA-NRCS STATSGO Soil Survey Grid Information, Digital Elevation Module, and the 1:2,000,000 Landforms of Iowa Coverage.",https://gis.iowadot.gov/agshost/rest/services/Environmental/Loess_Hills/MapServer/info/thumbnail,environmental,8,environmental
Environmental/Loess_Hills,https://gis.iowadot.gov/agshost/rest/services/Environmental/Loess_Hills/FeatureServer,Feature Service,"Iowa,Iowa Department of Transportation,EnergyAtlas,Environmental","This coverage outlines the boundary of the Loess Hills in Iowa at 1:100,000 scale. Criteria applied to the delineation of the Loess Hills included drainage density, drainage divides, density of isolated hillforms, crenulated contours, slopes greater than 15%, presence of catstep features, general loess thickness and earlier mapping. The following sources were utilized: 1:100,000 and 1:24,000 scale USGS topographic maps, USDA-NRCS STATSGO Soil Survey Grid Information, Digital Elevation Module, and the 1:2,000,000 Landforms of Iowa Coverage.",https://gis.iowadot.gov/agshost/rest/services/Environmental/Loess_Hills/FeatureServer/info/thumbnail,environmental,8,environmental
Block_By_Block,https://services1.arcgis.com/Qo2HHQp8vgPs2wg3/ArcGIS/rest/services/Block_By_Block/FeatureServer,Feature Service,"Kansas,Wyandotte,EnergyAtlas","This data contains information about infrastructure conditions, demographic information, property class, government revenue, average daily traffic, and other metrics for local government planning",https://services1.arcgis.com/Qo2HHQp8vgPs2wg3/ArcGIS/rest/services/Block_By_Block/FeatureServer/info/thumbnail,oil and gas exploration,8,blocks
natural_gas_service_py,https://services1.arcgis.com/Qo2HHQp8vgPs2wg3/ArcGIS/rest/services/natural_gas_service_py/FeatureServer,Feature Service,"Kansas,Wyandotte,EnergyAtlas",Natural Gas Service,https://services1.arcgis.com/Qo2HHQp8vgPs2wg3/ArcGIS/rest/services/natural_gas_service_py/FeatureServer/info/thumbnail,natural gas,10,gas
BBQ_on_the_River_Road_Blocks,https://services1.arcgis.com/xkOPDyh2DVxtFEGe/arcgis/rest/services/BBQ_on_the_River_Road_Blocks/FeatureServer,Feature Service,"Kentucky,McCracken,EnergyAtlas","Current and planned road blocks, road closures with location affected, and detour routes.",https://services1.arcgis.com/xkOPDyh2DVxtFEGe/arcgis/rest/services/BBQ_on_the_River_Road_Blocks/FeatureServer/info/thumbnail,oil and gas,8,blocks
Infrastructure_Projects,https://services1.arcgis.com/hg2WR9ukwQebQrXp/arcgis/rest/services/Infrastructure_Projects/FeatureServer,Feature Service,"Louisiana,LaFourche,EnergyAtlas",Infrastructure projects identified by respective managers and engineers responsible for maintenance and improvement of public infrastructure.,https://services1.arcgis.com/hg2WR9ukwQebQrXp/arcgis/rest/services/Infrastructure_Projects/FeatureServer/info/thumbnail,Infrastructure,10,infrastructure
Imagery/1930Imagery,https://gis.dbqco.org/arcgis/rest/services/Imagery/1930Imagery/MapServer,Map Service,"Iowa,Dubuque,EnergyAtlas,Imagery",No description,https://gis.dbqco.org/arcgis/rest/services/Imagery/1930Imagery/MapServer/info/thumbnail,imagery,10,imagery
Imagery/2002Imagery,https://gis.dbqco.org/arcgis/rest/services/Imagery/2002Imagery/MapServer,Map Service,"Iowa,Dubuque,EnergyAtlas,Imagery",No description,https://gis.dbqco.org/arcgis/rest/services/Imagery/2002Imagery/MapServer/info/thumbnail,imagery,10,imagery
Imagery/2009Imagery,https://gis.dbqco.org/arcgis/rest/services/Imagery/2009Imagery/MapServer,Map Service,"Iowa,Dubuque,EnergyAtlas,Imagery",No description,https://gis.dbqco.org/arcgis/rest/services/Imagery/2009Imagery/MapServer/info/thumbnail,Imagery data,8,imagery
Imagery/2007Color,https://gis.dbqco.org/arcgis/rest/services/Imagery/2007Color/MapServer,Map Service,"Iowa,Dubuque,EnergyAtlas,Imagery",No description,https://gis.dbqco.org/arcgis/rest/services/Imagery/2007Color/MapServer/info/thumbnail,imagery,10,imagery
Imagery/2011Imagery,https://gis.dbqco.org/arcgis/rest/services/Imagery/2011Imagery/MapServer,Map Service,"Iowa,Dubuque,EnergyAtlas,Imagery",No description,https://gis.dbqco.org/arcgis/rest/services/Imagery/2011Imagery/MapServer/info/thumbnail,imagery,10,imagery
Imagery/2013Imagery,https://gis.dbqco.org/arcgis/rest/services/Imagery/2013Imagery/MapServer,Map Service,"Iowa,Dubuque,EnergyAtlas,Imagery",No description,https://gis.dbqco.org/arcgis/rest/services/Imagery/2013Imagery/MapServer/info/thumbnail,imagery,10,imagery
Imagery/2015NAIP,https://gis.dbqco.org/arcgis/rest/services/Imagery/2015NAIP/MapServer,Map Service,"Iowa,Dubuque,EnergyAtlas,Imagery",No description,https://gis.dbqco.org/arcgis/rest/services/Imagery/2015NAIP/MapServer/info/thumbnail,imagery,8,imagery
Imagery/2014NAIP,https://gis.dbqco.org/arcgis/rest/services/Imagery/2014NAIP/MapServer,Map Service,"Iowa,Dubuque,EnergyAtlas,Imagery",No description,https://gis.dbqco.org/arcgis/rest/services/Imagery/2014NAIP/MapServer/info/thumbnail,imagery,10,imagery
Imagery/2016Pictometry,https://gis.dbqco.org/arcgis/rest/services/Imagery/2016Pictometry/MapServer,Map Service,"Iowa,Dubuque,EnergyAtlas,Imagery",No description,https://gis.dbqco.org/arcgis/rest/services/Imagery/2016Pictometry/MapServer/info/thumbnail,imagery,8,imagery
Imagery/2020Imagery,https://gis.dbqco.org/arcgis/rest/services/Imagery/2020Imagery/MapServer,Map Service,"Iowa,Dubuque,EnergyAtlas,Imagery",No description,https://gis.dbqco.org/arcgis/rest/services/Imagery/2020Imagery/MapServer/info/thumbnail,Imagery data,10,imagery
Imagery_WGS84/bw81,https://gis.pottcounty-ia.gov/arcgis/rest/services/Imagery_WGS84/bw81/MapServer,Map Service,"Iowa,Pottawattamie,EnergyAtlas,Imagery_WGS84",bw91 - Imagery,https://gis.pottcounty-ia.gov/arcgis/rest/services/Imagery_WGS84/bw81/MapServer/info/thumbnail,imagery,8,imagery
Imagery_WGS84/bw91,https://gis.pottcounty-ia.gov/arcgis/rest/services/Imagery_WGS84/bw91/MapServer,Map Service,"Iowa,Pottawattamie,EnergyAtlas,Imagery_WGS84",bw91 - Imagery,https://gis.pottcounty-ia.gov/arcgis/rest/services/Imagery_WGS84/bw91/MapServer/info/thumbnail,imagery,8,imagery
GIS/SCIAFeatures,https://gis.scottcountyiowa.com/server/rest/services/GIS/SCIAFeatures/MapServer,Map Service,"Iowa,Scott,EnergyAtlas,GIS","This feature access serive/ map service is for general use. It includes parcel, parcel points, city limits, section boundary, subdivision, political townships, geographic townships.",https://gis.scottcountyiowa.com/server/rest/services/GIS/SCIAFeatures/MapServer/info/thumbnail,geomatics,10,geomatics
Imagery/1980s_Photo,https://crgis.cedar-rapids.org/arcgis/rest/services/Imagery/1980s_Photo/MapServer,Map Service,"Iowa,Cedar Rapids,EnergyAtlas,Imagery",No description,https://crgis.cedar-rapids.org/arcgis/rest/services/Imagery/1980s_Photo/MapServer/info/thumbnail,imagery,10,imagery
